"","SampleID","Date","Month","Year","Individual","SampleType","NumberReads","Unit","AgeYear","AgeMonth","AgeMonth_cat","Weaned","Sex","Parity","MomRank","MomRank_cat","Season","Rain30","Rain30_cat","MinT30","MinT30_cat","ReproState","Mother","MatchedMomSample"
"LID_101848","LID_101848",2018-08-02,"8","2018","F21","Adult female",326681,"C3",9.452054795,113.114754098361,">18",NA,"Female",NA,NA,NA,"ColdWet",482.9,"Wet",8.112,"Cold","Cycling",NA,NA
"LID_101850","LID_101850",2018-07-18,"7","2018","F46","Adult female",587036,"M2",6.120547945,73.2459016393443,">18","No","Female","Primiparous",0.25,"Low","ColdWet",476.6,"Wet",8.028,"Cold","L1",NA,NA
"LID_101852","LID_101852",2018-07-03,"7","2018","F26","Adult female",303326,"D",17.38630137,208.065573770492,">18",NA,"Female",NA,NA,NA,"ColdWet",280.8,"Wet",8.630769231,"Cold","Cycling",NA,NA
"LID_101854","LID_101854",2018-07-02,"7","2018","F45","Adult female",839381,"M1",20.51232877,245.475409836066,">18","No","Female","Multiparous",0.857142857142857,"High","ColdWet",296.8,"Wet",8.636,"Cold","L1",NA,NA
"LID_101857","LID_101857",2018-07-02,"7","2018","F48","Adult female",414930,"M1",19.82465753,237.245901639344,">18","No","Female","Multiparous",0,"Low","ColdWet",296.8,"Wet",8.636,"Cold","L2",NA,NA
"LID_101859","LID_101859",2018-06-04,"6","2018","F40","Adult female",431497,"K",11.24109589,134.524590163934,">18",NA,"Female","Multiparous",NA,NA,"ColdWet",193.7,"Dry",10.03461538,"Hot","Pregnant",NA,NA
"LID_101861","LID_101861",2018-06-05,"6","2018","F47","Adult female",774374,"M2",15.59452055,186.622950819672,">18","No","Female","Multiparous",1,"High","ColdWet",195.7,"Dry",10.01153846,"Hot","L1",NA,NA
"LID_101863","LID_101863",2018-06-02,"6","2018","F21","Adult female",4908723,"C3",9.284931507,111.114754098361,">18",NA,"Female",NA,NA,NA,"ColdWet",191.7,"Dry",10.03076923,"Hot","Cycling",NA,NA
"LID_101865","LID_101865",2018-06-01,"6","2018","F26","Adult female",169901,"D",17.29863014,207.016393442623,">18",NA,"Female",NA,NA,NA,"ColdWet",174.2,"Dry",10.12592593,"Hot","Cycling",NA,NA
"LID_101871","LID_101871",2018-05-01,"5","2018","F20","Adult female",703014,"C3",11.76712329,140.819672131148,">18","No","Female","Multiparous",0,"Low","HotDry",51.1,"Dry",9.058064516,"Hot","L2",NA,NA
"LID_101873","LID_101873",2018-05-03,"5","2018","F17","Adult female",742841,"C5",21.18630137,253.540983606557,">18","No","Female","Multiparous",0.75,"High","HotDry",38.3,"Dry",9.25483871,"Hot","L1",NA,NA
"LID_101877","LID_101877",2018-03-01,"3","2018","F26","Adult female",394578,"D",17.04657534,204,">18",NA,"Female",NA,NA,NA,"HotDry",2.2,"Dry",8.111111111,"Cold","Cycling",NA,NA
"LID_101880","LID_101880",2015-12-01,"12","2015","F52","Adult female",915329,"M1",10.96712329,131.245901639344,">18","No","Female","Multiparous",0.285714285714286,"Low","ColdDry",173,"Dry",7.977777778,"Cold","L1",NA,NA
"LID_101883","LID_101883",2018-01-29,"1","2018","F20","Adult female",432519,"C3",11.51506849,137.803278688525,">18","No","Female","Multiparous",0,"Low","ColdDry",0,"Dry",6.296153846,"Cold","L2",NA,NA
"LID_101884","LID_101884",2017-08-19,"8","2017","F21","Adult female",319001,"C3",8.498630137,101.704918032787,">18","No","Female","Primiparous",0.5,"Med","ColdWet",520.7,"Wet",8.6,"Cold","L2",NA,NA
"LID_101885","LID_101885",2017-08-21,"8","2017","F25","Adult female",357005,"D",20.32054795,243.180327868852,">18",NA,"Female",NA,NA,NA,"ColdWet",570.4,"Wet",8.580645161,"Cold","Cycling",NA,NA
"LID_101887","LID_101887",2017-08-31,"8","2017","F20","Adult female",58452,"C3",11.10136986,132.852459016393,">18","No","Female","Multiparous",0,"Low","ColdWet",522.7,"Wet",8.364516129,"Cold","L1",NA,NA
"LID_101888","LID_101888",2017-07-28,"7","2017","F24","Adult female",590912,"D",7.780821918,93.1147540983606,">18",NA,"Female",NA,NA,NA,"ColdWet",477.8,"Wet",9.37037037,"Cold",NA,NA,NA
"LID_101890","LID_101890",2017-06-11,"6","2017","F43","Adult female",702272,"M2",19.80821918,237.049180327869,">18","No","Female","Multiparous",0.75,"High","ColdWet",295.6,"Wet",9.366666667,"Cold","L1",NA,NA
"LID_101892","LID_101892",2017-08-03,"8","2017","F17","Adult female",188471,"C5",20.43835616,244.590163934426,">18",NA,"Female","Multiparous",NA,NA,"ColdWet",464,"Wet",9.14137931,"Cold","Pregnant",NA,NA
"LID_101894","LID_101894",2017-10-03,"10","2017","F37","Adult female",1824019,"J1",14.26849315,170.754098360656,">18","No","Female","Multiparous",0,"Low","ColdDry",130.6,"Dry",8.456,"Cold","L2",NA,NA
"LID_101896","LID_101896",2017-10-09,"10","2017","F28","Adult female",57890,"D",10.38356164,124.262295081967,">18",NA,"Female",NA,NA,NA,"ColdDry",146.1,"Dry",8.419230769,"Cold","Cycling",NA,NA
"LID_101898","LID_101898",2017-10-21,"10","2017","F47","Adult female",635071,"M2",14.97260274,179.180327868852,">18","No","Female","Multiparous",1,"High","ColdDry",229.6,"Dry",8.258333333,"Cold","L1",NA,NA
"LID_101901","LID_101901",2017-06-05,"6","2017","F20","Adult female",667375,"C3",10.8630137,130,">18","No","Female","Multiparous",0,"Low","ColdWet",279.9,"Wet",9.382758621,"Cold","L1",NA,NA
"LID_101902","LID_101902",2017-06-09,"6","2017","F42","Adult female",600457,"M1",6.646575342,79.5409836065574,">18","No","Female","Primiparous",0.857142857142857,"High","ColdWet",303.6,"Wet",9.326666667,"Cold","L2",NA,NA
"LID_101908","LID_101908",2017-12-01,"12","2017","F19","Adult female",154029,"C5",12.47123288,149.245901639344,">18","No","Female","Multiparous",0.6,"Med","ColdDry",27.2,"Dry",7.264285714,"Cold","L2",NA,NA
"LID_101911","LID_101911",2017-12-04,"12","2017","F37","Adult female",736286,"J1",14.43835616,172.786885245902,">18","No","Female","Multiparous",0,"Low","ColdDry",27.2,"Dry",7.217857143,"Cold","L2",NA,NA
"LID_101912","LID_101912",2017-12-08,"12","2017","F73","Adult female",574769,"V",10.02739726,120,">18",NA,"Female",NA,NA,NA,"ColdDry",0,"Dry",7.188461538,"Cold","Pregnant",NA,NA
"LID_101916","LID_101916",2017-12-06,"12","2017","F51","Adult female",587493,"M2",15.12876712,181.049180327869,">18","No","Female","Multiparous",0,"Low","ColdDry",12,"Dry",7.218518519,"Cold","L1",NA,NA
"LID_101921","LID_101921",2018-01-01,"1","2018","F43","Adult female",454892,"M2",20.36712329,243.737704918033,">18","No","Female","Multiparous",0.75,"High","ColdDry",0,"Dry",6.169230769,"Cold","L1",NA,NA
"LID_101923","LID_101923",2018-01-16,"1","2018","F47","Adult female",335232,"M2",15.2109589,182.032786885246,">18","No","Female","Multiparous",1,"High","ColdDry",0,"Dry",5.977777778,"Cold","L1",NA,NA
"LID_101924","LID_101924",2018-01-11,"1","2018","F30","Adult female",122027,"D",8.997260274,107.672131147541,">18",NA,"Female",NA,NA,NA,"ColdDry",0,"Dry",5.942307692,"Cold","Cycling",NA,NA
"LID_101931","LID_101931",2018-04-02,"4","2018","F24","Adult female",74842,"D",8.460273973,101.245901639344,">18",NA,"Female",NA,NA,NA,"HotDry",22.6,"Dry",8.213333333,"Hot","Cycling",NA,NA
"LID_101932","LID_101932",2018-02-06,"2","2018","F31","Adult female",67196,"D",8.432876712,100.918032786885,">18",NA,"Female",NA,NA,NA,"HotDry",0,"Dry",6.619230769,"Cold","Cycling",NA,NA
"LID_101934","LID_101934",2018-08-09,"8","2018","F53","Adult female",642909,"M1",9.523287671,113.967213114754,">18","No","Female","Multiparous",0.666666666666667,"Med","ColdWet",467.9,"Wet",8.1125,"Cold","L1",NA,NA
"LID_101938","LID_101938",2018-07-27,"7","2018","F74","Adult female",535514,"V",6.495890411,77.7377049180328,">18","No","Female","Primiparous",1,"High","ColdWet",446.5,"Wet",8.08,"Cold","L1",NA,NA
"LID_101939","LID_101939",2018-08-01,"8","2018","F25","Adult female",239189,"D",21.26575342,254.491803278689,">18",NA,"Female",NA,NA,NA,"ColdWet",473.4,"Wet",8.112,"Cold",NA,NA,NA
"LID_101941","LID_101941",2018-08-03,"8","2018","F73","Adult female",770843,"V",10.67945205,127.803278688525,">18",NA,"Female",NA,NA,NA,"ColdWet",480.9,"Wet",8.096,"Cold","Cycling",NA,NA
"LID_101943","LID_101943",2018-08-02,"8","2018","F23","Adult female",640734,"C5",8.526027397,102.032786885246,">18",NA,"Female",NA,NA,NA,"ColdWet",482.9,"Wet",8.112,"Cold","Cycling",NA,NA
"LID_101945","LID_101945",2018-07-18,"7","2018","F47","Adult female",737320,"M2",15.71232877,188.032786885246,">18","No","Female","Multiparous",1,"High","ColdWet",476.6,"Wet",8.028,"Cold","L1",NA,NA
"LID_101947","LID_101947",2018-07-03,"7","2018","F24","Adult female",188000,"D",8.712328767,104.262295081967,">18",NA,"Female",NA,NA,NA,"ColdWet",280.8,"Wet",8.630769231,"Cold","Cycling",NA,NA
"LID_101949","LID_101949",2018-07-02,"7","2018","F16","Adult female",274180,"C5",12.59178082,150.688524590164,">18",NA,"Female",NA,NA,NA,"ColdWet",296.8,"Wet",8.636,"Cold","Cycling",NA,NA
"LID_101952","LID_101952",2018-07-02,"7","2018","F44","Adult female",845417,"M1",13.55342466,162.196721311475,">18",NA,"Female","Multiparous",NA,NA,"ColdWet",296.8,"Wet",8.636,"Cold","Pregnant",NA,NA
"LID_101954","LID_101954",2018-06-04,"6","2018","F37","Adult female",691644,"J1",14.9369863,178.754098360656,">18",NA,"Female","Multiparous",NA,NA,"ColdWet",193.7,"Dry",10.03461538,"Hot","Pregnant",NA,NA
"LID_101956","LID_101956",2018-06-01,"6","2018","F23","Adult female",657599,"C5",8.356164384,100,">18",NA,"Female",NA,NA,NA,"ColdWet",174.2,"Dry",10.12592593,"Hot","Cycling",NA,NA
"LID_101958","LID_101958",2018-06-02,"6","2018","F20","Adult female",189798,"C3",11.85479452,141.868852459016,">18","No","Female","Multiparous",0,"Low","ColdWet",191.7,"Dry",10.03076923,"Hot","L2",NA,NA
"LID_101959","LID_101959",2018-03-29,"3","2018","F42","Adult female",876446,"M1",7.449315068,89.1475409836066,">18",NA,"Female",NA,NA,NA,"HotDry",4.6,"Dry",8.267857143,"Hot","Cycling",NA,NA
"LID_101961","LID_101961",2018-05-15,"5","2018","F45","Adult female",457297,"M1",20.38082192,243.901639344262,">18","No","Female","Multiparous",0.857142857142857,"High","HotDry",70.5,"Dry",10.21333333,"Hot","L1",NA,NA
"LID_101962","LID_101962",2018-05-15,"5","2018","F42","Adult female",496326,"M1",7.578082192,90.6885245901639,">18",NA,"Female",NA,NA,NA,"HotDry",70.5,"Dry",10.21333333,"Hot","Cycling",NA,NA
"LID_101963","LID_101963",2018-05-03,"5","2018","F37","Adult female",621261,"J1",14.84931507,177.704918032787,">18",NA,"Female",NA,NA,NA,"HotDry",38.3,"Dry",9.25483871,"Hot","Cycling",NA,NA
"LID_101964","LID_101964",2018-05-04,"5","2018","F71","Adult female",102418,"V",13.22465753,158.262295081967,">18","No","Female","Multiparous",0,"Low","HotDry",37.5,"Dry",9.34516129,"Hot","L1",NA,NA
"LID_101966","LID_101966",2018-05-01,"5","2018","F40","Adult female",272137,"K",11.14794521,133.409836065574,">18",NA,"Female",NA,NA,NA,"HotDry",51.1,"Dry",9.058064516,"Hot","Cycling",NA,NA
"LID_101967","LID_101967",2018-04-17,"4","2018","F42","Adult female",268166,"M1",7.501369863,89.7704918032787,">18",NA,"Female",NA,NA,NA,"HotDry",25.9,"Dry",8.646875,"Hot","Cycling",NA,NA
"LID_101969","LID_101969",2018-04-10,"4","2018","F43","Adult female",471948,"M2",20.63835616,246.983606557377,">18","No","Female","Multiparous",0.75,"High","HotDry",25.9,"Dry",8.416129032,"Hot","L2",NA,NA
"LID_101972","LID_101972",2018-03-01,"3","2018","F30","Adult female",79771,"D",9.131506849,109.27868852459,">18",NA,"Female",NA,NA,NA,"HotDry",2.2,"Dry",8.111111111,"Cold","Cycling",NA,NA
"LID_101973","LID_101973",2018-04-07,"4","2018","F70","Adult female",142002,"V",11.08219178,132.622950819672,">18","No","Female","Multiparous",0.8,"High","HotDry",25.9,"Dry",8.426666667,"Hot","L1",NA,NA
"LID_101974","LID_101974",2018-04-03,"4","2018","F23","Adult female",265487,"C5",8.194520548,98.0655737704918,">18",NA,"Female",NA,NA,NA,"HotDry",23.4,"Dry",8.26,"Hot","Cycling",NA,NA
"LID_101978","LID_101978",2018-01-31,"1","2018","F37","Adult female",699012,"J1",14.59726027,174.688524590164,">18","No","Female","Multiparous",0,"Low","ColdDry",0,"Dry",6.346153846,"Cold","L2",NA,NA
"LID_101980","LID_101980",2017-08-21,"8","2017","F72","Adult female",293761,"V",12.52328767,149.868852459016,">18",NA,"Female",NA,NA,NA,"ColdWet",570.4,"Wet",8.580645161,"Cold","Cycling",NA,NA
"LID_101982","LID_101982",2017-08-31,"8","2017","F36","Adult female",417656,"J1",16.34520548,195.606557377049,">18","No","Female","Multiparous",1,"High","ColdWet",522.7,"Wet",8.364516129,"Cold","L2",NA,NA
"LID_101983","LID_101983",2017-08-02,"8","2017","F27","Adult female",340864,"D",14.52328767,173.803278688525,">18",NA,"Female",NA,NA,NA,"ColdWet",468.4,"Wet",9.251724138,"Cold",NA,NA,NA
"LID_101985","LID_101985",2017-06-23,"6","2017","F40","Adult female",612833,"K",10.29315068,123.180327868852,">18","No","Female","Multiparous",0.5,"Med","ColdWet",288.6,"Wet",9.5,"Cold","L1",NA,NA
"LID_101986","LID_101986",2017-06-15,"6","2017","F36","Adult female",7262668,"J1",16.13424658,193.081967213115,">18","No","Female","Multiparous",1,"High","ColdWet",288.8,"Wet",9.458064516,"Cold","L2",NA,NA
"LID_101989","LID_101989",2017-10-03,"10","2017","F36","Adult female",448271,"J1",16.43561644,196.688524590164,">18","No","Female","Multiparous",1,"High","ColdDry",130.6,"Dry",8.456,"Cold","L2",NA,NA
"LID_101992","LID_101992",2017-10-03,"10","2017","F19","Adult female",427325,"C5",12.30958904,147.311475409836,">18","No","Female","Multiparous",0.6,"Med","ColdDry",130.6,"Dry",8.456,"Cold","L2",NA,NA
"LID_101994","LID_101994",2017-10-20,"10","2017","F31","Adult female",365694,"D",8.134246575,97.344262295082,">18",NA,"Female",NA,NA,NA,"ColdDry",232.1,"Dry",8.25,"Cold","Cycling",NA,NA
"LID_101996","LID_101996",2017-06-06,"6","2017","F23","Adult female",438227,"C5",7.369863014,88.1967213114754,">18","No","Female","Primiparous",0,"Low","ColdWet",304.9,"Wet",9.376666667,"Cold","L1",NA,NA
"LID_101997","LID_101997",2017-06-09,"6","2017","F47","Adult female",527738,"M2",14.60547945,174.786885245902,">18",NA,"Female","Multiparous",NA,NA,"ColdWet",303.6,"Wet",9.326666667,"Cold","Pregnant",NA,NA
"LID_102003","LID_102003",2017-12-01,"12","2017","F23","Adult female",322792,"C5",7.857534247,94.0327868852459,">18","No","Female","Primiparous",0,"Low","ColdDry",27.2,"Dry",7.264285714,"Cold","L2",NA,NA
"LID_102006","LID_102006",2017-12-04,"12","2017","F36","Adult female",523454,"J1",16.60547945,198.72131147541,">18","No","Female","Multiparous",1,"High","ColdDry",27.2,"Dry",7.217857143,"Cold","L2",NA,NA
"LID_102009","LID_102009",2017-12-02,"12","2017","F20","Adult female",325628,"C3",11.35616438,135.901639344262,">18","No","Female","Multiparous",0,"Low","ColdDry",27.2,"Dry",7.257142857,"Cold","L2",NA,NA
"LID_102011","LID_102011",2017-12-06,"12","2017","F43","Adult female",315028,"M2",20.29589041,242.885245901639,">18","No","Female","Multiparous",0.75,"High","ColdDry",12,"Dry",7.218518519,"Cold","L1",NA,NA
"LID_102013","LID_102013",2018-02-05,"2","2018","F23","Adult female",531056,"C5",8.038356164,96.1967213114754,">18","No","Female","Primiparous",0,"Low","HotDry",0,"Dry",6.565384615,"Cold","L2",NA,NA
"LID_102015","LID_102015",2018-01-01,"1","2018","F25","Adult female",541351,"D",20.68493151,247.540983606557,">18",NA,"Female",NA,NA,NA,"ColdDry",0,"Dry",6.169230769,"Cold","Cycling",NA,NA
"LID_102016","LID_102016",2018-01-01,"1","2018","F31","Adult female",663965,"D",8.334246575,99.7377049180328,">18",NA,"Female",NA,NA,NA,"ColdDry",0,"Dry",6.169230769,"Cold","Cycling",NA,NA
"LID_102018","LID_102018",2018-01-22,"1","2018","F44","Adult female",590348,"M1",13.11232877,156.918032786885,">18","No","Female","Multiparous",0.571428571428571,"Med","ColdDry",0,"Dry",6.128,"Cold","L2",NA,NA
"LID_102019","LID_102019",2018-01-11,"1","2018","F28","Adult female",108254,"D",10.64109589,127.344262295082,">18",NA,"Female",NA,NA,NA,"ColdDry",0,"Dry",5.942307692,"Cold","Cycling",NA,NA
"LID_102022","LID_102022",2017-10-11,"10","2017","F24","Adult female",7755316,"D",7.98630137,95.5737704918033,">18",NA,"Female",NA,NA,NA,"ColdDry",101.2,"Dry",8.373076923,"Cold","Cycling",NA,NA
"LID_102023","LID_102023",2017-11-07,"11","2017","F47","Adult female",192643,"M2",15.01917808,179.737704918033,">18","No","Female","Multiparous",1,"High","ColdDry",249.3,"Dry",7.724137931,"Cold","L1",NA,NA
"LID_102024","LID_102024",2017-11-07,"11","2017","F41","Adult female",679785,"M2",12.10958904,144.918032786885,">18","No","Female","Multiparous",0.25,"Low","ColdDry",249.3,"Dry",7.724137931,"Cold","L1",NA,NA
"LID_102025","LID_102025",2018-04-02,"4","2018","F31","Adult female",280863,"D",8.583561644,102.72131147541,">18",NA,"Female",NA,NA,NA,"HotDry",22.6,"Dry",8.213333333,"Hot","Cycling",NA,NA
"LID_102029","LID_102029",2018-08-09,"8","2018","F44","Adult female",564508,"M1",13.65753425,163.44262295082,">18",NA,"Female","Multiparous",NA,NA,"ColdWet",467.9,"Wet",8.1125,"Cold","Pregnant",NA,NA
"LID_102031","LID_102031",2018-09-06,"9","2018","F22","Adult female",299028,"C5",14.56164384,174.262295081967,">18","No","Female","Multiparous",1,"High","ColdWet",445,"Wet",8.014285714,"Cold","L1",NA,NA
"LID_102032","LID_102032",2018-07-30,"7","2018","F70","Adult female",157373,"V",11.39452055,136.360655737705,">18","No","Female","Multiparous",0.8,"High","ColdWet",464.9,"Wet",8.056,"Cold","L1",NA,NA
"LID_102034","LID_102034",2018-08-01,"8","2018","F27","Adult female",219245,"D",15.52054795,185.737704918033,">18",NA,"Female",NA,NA,NA,"ColdWet",473.4,"Wet",8.112,"Cold",NA,NA,NA
"LID_102036","LID_102036",2018-08-03,"8","2018","F75","Adult female",219119,"V",19.51506849,233.540983606557,">18","No","Female","Multiparous",0.4,"Med","ColdWet",480.9,"Wet",8.096,"Cold","L1",NA,NA
"LID_102038","LID_102038",2018-08-02,"8","2018","F37","Adult female",256867,"J1",15.09863014,180.688524590164,">18",NA,"Female","Multiparous",NA,NA,"ColdWet",482.9,"Wet",8.112,"Cold","Pregnant",NA,NA
"LID_102040","LID_102040",2018-07-18,"7","2018","F53","Adult female",127468,"M1",9.463013699,113.245901639344,">18","No","Female","Multiparous",0.666666666666667,"Med","ColdWet",476.6,"Wet",8.028,"Cold","L1",NA,NA
"LID_102042","LID_102042",2018-07-03,"7","2018","F27","Adult female",119510,"D",15.44109589,184.786885245902,">18",NA,"Female",NA,NA,NA,"ColdWet",280.8,"Wet",8.630769231,"Cold","Cycling",NA,NA
"LID_102044","LID_102044",2018-07-02,"7","2018","F20","Adult female",94738,"C3",11.9369863,142.852459016393,">18","No","Female","Multiparous",0,"Low","ColdWet",296.8,"Wet",8.636,"Cold","L2",NA,NA
"LID_102047","LID_102047",2018-06-07,"6","2018","F43","Adult female",95144,"M2",20.79726027,248.885245901639,">18","No","Female","Multiparous",0.75,"High","ColdWet",218.8,"Dry",9.834615385,"Hot","L2",NA,NA
"LID_102049","LID_102049",2018-06-04,"6","2018","F25","Adult female",576825,"D",21.10684932,252.590163934426,">18",NA,"Female",NA,NA,NA,"ColdWet",193.7,"Dry",10.03461538,"Hot","Cycling",NA,NA
"LID_102051","LID_102051",2018-06-01,"6","2018","F16","Adult female",468346,"C5",12.50684932,149.672131147541,">18",NA,"Female",NA,NA,NA,"ColdWet",174.2,"Dry",10.12592593,"Hot","Cycling",NA,NA
"LID_102054","LID_102054",2018-03-29,"3","2018","F50","Adult female",94218,"M1",24.82739726,297.114754098361,">18",NA,"Female",NA,NA,NA,"HotDry",4.6,"Dry",8.267857143,"Hot","Cycling",NA,NA
"LID_102056","LID_102056",2018-05-15,"5","2018","F44","Adult female",52624,"M1",13.42191781,160.622950819672,">18",NA,"Female","Multiparous",NA,NA,"HotDry",70.5,"Dry",10.21333333,"Hot","Pregnant",NA,NA
"LID_102057","LID_102057",2018-05-15,"5","2018","F53","Adult female",84197,"M1",9.287671233,111.147540983607,">18","No","Female","Multiparous",0.666666666666667,"Med","HotDry",70.5,"Dry",10.21333333,"Hot","L1",NA,NA
"LID_102060","LID_102060",2018-05-01,"5","2018","F18","Adult female",193913,"C3",15.66575342,187.475409836066,">18","No","Female","Multiparous",1,"High","HotDry",51.1,"Dry",9.058064516,"Hot","L2",NA,NA
"LID_102062","LID_102062",2018-04-17,"4","2018","F48","Adult female",1563759,"M1",19.61643836,234.754098360656,">18","No","Female","Multiparous",0,"Low","HotDry",25.9,"Dry",8.646875,"Hot","L2",NA,NA
"LID_102065","LID_102065",2018-04-10,"4","2018","F41","Adult female",162300,"M2",12.53150685,149.967213114754,">18","No","Female","Multiparous",0.25,"Low","HotDry",25.9,"Dry",8.416129032,"Hot","L1",NA,NA
"LID_102066","LID_102066",2018-03-01,"3","2018","F31","Adult female",194063,"D",8.495890411,101.672131147541,">18",NA,"Female",NA,NA,NA,"HotDry",2.2,"Dry",8.111111111,"Cold","Cycling",NA,NA
